ID	DOCULECT	CONCEPT	COUNTERPART	IPA	PROTO	COGID	GLOSA 1 PORT	GLOSA 2 PORT	GLOSA 2 ENGL	GLOSA 3 PORT	GLOSS 3 ENGL	PWT	PET
1364	KUB	house	wɨe	wɨe	*wɨʔe	138	casa	formigueiro	anthill	-	-	-	-
1365	DES	house	wiʔi	wiʔi	*wɨʔe	138	casa	formigueiro	anthill	-	-	-	-
1366	BAS	house	wi	wi	*wɨʔe	138	casa	formigueiro	anthill	-	-	-	-
1367	TUK	house	wiʔi	wiʔi	*wɨʔe	138	casa	formigueiro	anthill	-	-	-	-
1368	KAR	house	wii	wii	*wɨʔe	138	casa	formigueiro	anthill	-	-	-	-
1369	TUY	house	wii	wii	*wɨʔe	138	casa	formigueiro	anthill	-	-	-	-
1370	WAN	house	wɨʔɨ	wɨʔɨ	*wɨʔe	138	casa	formigueiro	anthill	-	-	-	-
1371	SIO	thunder	mɨho	mɨho	*wɨ̃po	139	trovão	-	-	-	-	-	-
1372	SEK	thunder	moho	moho	*wɨ̃po	139	trovão	-	-	-	-	-	-
1373	MAL	thunder	mɨha	mɨha	*wɨ̃po	139	trovão	-	-	-	-	-	-
1374	KUE	thunder	mɨʔho	mɨʔho	*wɨ̃po	139	trovão	-	-	-	-	-	-
1375	TAN	thunder	awĩpo	awĩpo	*wɨ̃po	139	trovão	-	-	-	-	-	-
1376	KUB	thunder	õpõ	õpõ	*wɨ̃po	139	trovão	-	-	-	-	-	-
1377	DES	thunder	bupu	bupu	*wɨ̃po	139	trovão	-	-	-	-	-	-
1378	BAS	thunder	bɨho	bɨho	*wɨ̃po	139	trovão	-	-	-	-	-	-
1379	TUK	thunder	bɨpo	bɨpo	*wɨ̃po	139	trovão	-	-	-	-	-	-
1380	TUY	thunder	bɨpo	bɨpo	*wɨ̃po	139	trovão	-	-	-	-	-	-
1381	WAN	thunder	wɨpo	wɨpo	*wɨ̃po	139	trovão	-	-	-	-	-	-
1382	SIO	agouti	wɨ	wɨ	*wuɨ	140	cutia	-	-	-	-	-	-
1383	SEK	agouti	wɨ	wɨ	*wuɨ	140	cutia	-	-	-	-	-	-
1384	KOR	agouti	βɨɨ	βɨɨ	*wuɨ	140	cutia	-	-	-	-	-	-
1385	TAN	agouti	bui	bui	*wuɨ	140	cutia	-	-	-	-	-	-
1386	KUB	agouti	buɨ	buɨ	*wuɨ	140	cutia	-	-	-	-	-	-
1387	DES	agouti	bui	bui	*wuɨ	140	cutia	-	-	-	-	-	-
1388	BAS	agouti	buu	buu	*wuɨ	140	cutia	-	-	-	-	-	-
1389	TUK	agouti	buu	buu	*wuɨ	140	cutia	-	-	-	-	-	-
1390	KAR	agouti	buu	buu	*wuɨ	140	cutia	-	-	-	-	-	-
1391	WAN	agouti	buu	buu	*wuɨ	140	cutia	-	-	-	-	-	-
1392	SIO	stone	kʔata	kʔata	*kʔɨ̃ta	141	pedra	-	-	-	-	-	-
1393	SEK	stone	kɨna	kɨna	*kʔɨ̃ta	141	pedra	-	-	-	-	-	-
1394	KOR	stone	katha	katha	*kʔɨ̃ta	141	pedra	-	-	-	-	-	-
1395	TAN	stone	ãta	ãta	*kʔɨ̃ta	141	pedra	-	-	-	-	-	-
1396	DES	stone	~ɨta	~ɨta	*kʔɨ̃ta	141	pedra	-	-	-	-	-	-
1397	YUP	stone	gɨlɨ	gɨlɨ	*kʔɨ̃ta	141	pedra	-	-	-	-	-	-
1398	BAS	stone	~gɨta	~gɨta	*kʔɨ̃ta	141	pedra	-	-	-	-	-	-
1399	TUK	stone	~ɨta	~ɨta	*kʔɨ̃ta	141	pedra	-	-	-	-	-	-
1400	KAR	stone	~ɨta	~ɨta	*kʔɨ̃ta	141	pedra	-	-	-	-	-	-
1401	TUY	stone	~ɨta	~ɨta	*kʔɨ̃ta	141	pedra	-	-	-	-	-	-
1402	PLR	stone	~kɨta	~kɨta	*kʔɨ̃ta	141	pedra	-	-	-	-	-	-
